CHEIE,COD_SMIS,TITLU_PROIECT,NUME_BENEFICIAR,NUMAR_AUTORIZARE,DATA_DEPUNERE_CERERE,VALOARE_ELIGIBILA_CERUTA,DATA_AUTORIZATA,VALOARE_AUTORIZATA,DATA_ULTIMEI_PLATI,VALOARE_RAMBURSATA,MOTIV_INTIRZIERE,COD_BENEFICIAR,COD_PO,COD_AP,COD_DMI,COD_OPER,REGIUNEA_BENEFICIARULUI,JUDETUL_BENEFICIARULUI,LOCALITATEA_BENEFICIARULUI,REIMBURS_OP_LIST
43776\6,"43,776",COMARU - Complex de Masuri Active in Mediul Rural,AGENTIA JUDETEANA PENTRU OCUPAREA FORTEI DE MUNCA  NEAMT,6,08/21/2013 00:00:00,"305,675",09/26/2013 00:00:00,"305,675",,,,"9,844",4,5,5.2,***,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
8186\4,"8,186",Formarea profesionala a cadrelor didactice din invatamantul preuniversitar pentru noi oportunitati de dezvoltare in cariera,"Ministerul Educatiei, Cercetarii, Tineretului si Sportului- OI POS DRU",4,10/17/2011 00:00:00,"1,442,763",02/22/2012 00:00:00,"1,441,509",,,,30,4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
24366\1,"24,366","Pregatirea si certificarea a 40 de angajati in meseria de zidar, pietrar, tencuitor",ISIHIA IMPEX SRL,1,12/29/2010 00:00:00,"256,378",03/24/2011 00:00:00,"250,332",,,,"3,853",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
33647\10,"33,647","Cresterea competitivitatii organizatiilor din Regiunea Centru prin calificarea/recalificarea personalului in domeniile ""Operator la extractia tratarea, transportul si distributia gazelor"" si ""Sudor""",SCOALA NATIONALA DE GAZ,10,05/31/2013 00:00:00,,,,,,,"11,959",4,2,2.3,***,CENTRU,SIBIU,MUNICIPIUL MEDIAS,
33627\2,"33,627",Sunt angajat si ma formez pentru excelenta!,Terra Nova Group SRL,2,09/05/2011 00:00:00,"178,457",09/30/2011 00:00:00,"178,457",,,,"1,405",4,2,2.3,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,
37808\5,"37,808",Centrul de calificare multimedia,Filiala din Cluj Napoca a Fundatiei Invatamantului Preuniversitar al Cooperatiei Mestesugaresti Spiru Haret,5,03/26/2013 00:00:00,"87,569",06/14/2013 00:00:00,"75,113",,,,"10,262",4,2,2.3,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
27482\6,"27,482",Mai multe sanse pentru  un loc de munca!,UNIVERSITATEA POLITEHNICA din BUCURESTI,6,02/25/2013 00:00:00,"144,171",04/05/2013 00:00:00,"144,156",,,,"1,326",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
26211\1,"26,211",TRASEE TURISTICE MONTANE PE SIRUL PRAHOVEAN,ASOCIATIA DE DEZVOLTARE RURALA BBO,1,02/02/2012 00:00:00,,,,,,retras,"11,812",1,5,5.3,2,SUD - MUNTENIA,PRAHOVA,TEISANI,
14687\2,"14,687",DEZVOLTARE CDI - INSTITUT DE CERCETARE STIINTIFICA SI TEHNOLOGICA  MULTIDISCIPLINARA,UNIVERSITATEA VALAHIA,2,12/27/2011 00:00:00,"2,358,162",03/28/2012 00:00:00,"2,358,162",,,,"212,080,001",3,2,2,1,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
40059\1,"40,059",Modernizare energetica UZUC SA,UZUC SA,1,03/29/2013 00:00:00,,,,,,,"302,040,018",3,4,1,1,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,
34742\3,"34,742","Modernizarea statiilor de cale ferata Sf. Gheorghe, Tg. Mures","COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",3,05/03/2012 00:00:00,"2,795,950",08/17/2012 00:00:00,"2,107,412",,,,280,5,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21762\1,"21,762",Bursa de proiecte,"MInisterul Educatiei, Cercetarii si Tineretului",1,04/15/2011 00:00:00,,,,,,,715,4,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
24439\6,"24,439","Management performant, cale sigura pentru succesul companiei !",Teraplast SA,6,03/26/2012 00:00:00,,,,,,,"302,060,015",4,3,3.2,***,NORD-VEST,BISTRITA-NASAUD,MUNICIPIUL BISTRITA,
21439\3,"21,439",RURES. Spatiul Rural si Economia Sociala in Romania,"FUNDATIA ,,SOROS'",3,10/04/2011 00:00:00,,,,,,,"1,768",4,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
45070\2,"45,070",RETEA DE CENTRE DE DEZVOLTARE A RESURSELOR UMANE IN MEDIUL RURAL DIN JUD. DAMBOVITA,ASOCIATIA TARGOVISTE SPRE EUROPA,2,09/24/2012 00:00:00,"123,993",09/24/2012 00:00:00,"123,880",,,,"4,788",4,5,5.2,***,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
9054\3,"9,054",CONSOLIDAREA CAPACITATII INSTITUTIONALE A CONSORTIULUI REGIONAL,UNIVERSITATEA POLITEHNICA DIN TIMSOARA,3,12/06/2010 00:00:00,,,,,,,"1,302",4,3,3.3,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
13702\2,"13,702",cresterea competitivitatii sc sara srl buzau prin achizitia de utilaje de inalta tehnologie pentru productia de tevi curbate,SARA SRL,2,04/09/2012 00:00:00,,,,,,,"5,275",3,1,1,1,SUD-EST,BUZAU,MUNICIPIUL BUZAU,
7638\23,"7,638",Sistem de management al traficului de nave pe Dunare si de informare asupra transportului pe ape interioare - RoRIS,AUTORITATEA NAVALA ROMANA,23,10/10/2012 00:00:00,"1,553,090",08/28/2013 00:00:00,"1,287",,,,293,5,3,3.2,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
29984\6,"29,984",PONE - Program pilot de crestere a gradului de ocupare in regiunea Nord-est,Agentia Judeteana pentru Ocuparea Fortei de Munca Vaslui,6,05/24/2012 00:00:00,,,,,,,"9,855",4,5,5.1,***,NORD-EST,VASLUI,MUNICIPIUL VASLUI,
18571\1,"18,571",Sprijinirea activitatilor de comunicare/publicitate pentru Axa Prioritara 2 din POS CCE,Autoritatea Nationala pentru Cercetare Stiintifica - DG Organism Intermediar pentru Cercetare,1,08/24/2010 00:00:00,"619,111",09/14/2010 00:00:00,"619,111",,,,26,3,5,2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
19222\1,"19,222", Parteneriatul universitar in cercetare - un pas inainte spre o scoala posdoctorala a viitorului,Universitatea din Craiova,1,01/07/2011 00:00:00,,,,,,,"302,030,014",4,1,1.5,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
36367\5,"36,367",Management durabil pentru situl Natura 2000 ROSCI0080 Fanaturile de la Glodeni si pentru aria protejata cod 2780 Faneata de la Glodeni,AGENTIA PENTRU PROTECTIA MEDIULUI,5,09/27/2013 00:00:00,,,,,,,"11,307",2,4,4.1,***,NORD-EST,VASLUI,MUNICIPIUL VASLUI,
23066\2,"23,066",Dezvoltarea spiritului antreprenorial si cresterea competitivitatii in afaceri,People Investment SRL,2,01/31/2012 00:00:00,"1,598,202",03/24/2012 00:00:00,"1,588,904",,,,"8,028",4,3,3.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
4109\3,"4,109","Economia Sociala, model inovator pentru promovarea incluziunii active a persoanelor defavorizate","Ministerul Muncii, Familiei si Protectiei Sociale - DG AM POSDRU",3,08/25/2011 00:00:00,"2,445,547",09/29/2011 00:00:00,"2,441,992",,,,29,4,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8656\1,"8,656",Impreuna pentru copiii nostri,grup scolar de industrie alimentara fetesti,1,05/21/2012 00:00:00,,,,,,,"4,057",4,2,2.2,***,SUD - MUNTENIA,IALOMITA,MUNICIPIUL FETESTI,
12025\10,"12,025",METODE AVANSATE DE SINTEZA A MATERIALELOR HIBRIDE,Institutul National de Cercetare Dezvoltare pentru Tehnologii Izotopice si Moleculare,10,08/15/2013 00:00:00,,,,,,,"1,305",3,2,1,2,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
9611\7,"9,611","CONS-TEAM ""Consolidarea mediului de afaceri din România prin întarirea capacitatii institutionale a organizatiilor patronale""",Consiliul National al Intreprinderilor Private Mici si Mijlocii din Romania,7,03/28/2012 00:00:00,,,,,,,"1,422",4,3,3.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
19092\3,"19,092",Studii doctorale: portal spre o cariera de excelenta in cercetare si societatea cunoasterii,Universitatea A.I. Cuza Iasi,3,09/23/2011 00:00:00,,,,,,,96,4,1,1.5,***,NORD-EST,IASI,MUNICIPIUL IASI,
30359\1,"30,359",Comportament de ocupare manifest etapizat-COME,ASOCIATIA PENTRU DEZVOLTARE SI PROMOVARE SOCIO ECONOMICA ,1,08/17/2011 00:00:00,,,,,,,"3,692",4,5,5.1,***,SUD - MUNTENIA,TELEORMAN,MUNICIPIUL ALEXANDRIA,
12644\6,"12,644",Implementarea tehnologiilor proteomice pentru descoperirea de noi biomarkeri in cancer,Institutul National de C-D in Domeniul Patologiei si Stiintelor Biomedicale Victor Babes,6,09/04/2013 00:00:00,,,,,,,"4,518",3,2,1,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
31693\1,"31,693",O SANSA IN PLUS PE PIATA MUNCII,Centrul de Informatica Miniera S.A.,1,06/06/2011 00:00:00,"373,257",09/12/2011 00:00:00,"358,728",,,,"1,569",4,5,5.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
18567\3,"18,567",Asistenta tehnica pentru sustinerea activitatii de verificare la fata locului a proiectelor finantate in cadrul Axei II-POS CCE prin achizitionarea de servicii de control,Autoritatea Nationala pentru Cercetare Stiintifica - DG Organism Intermediar pentru Cercetare,3,08/24/2010 00:00:00,,,,,,,26,3,5,1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22920\2,"22,920",Sanatos si competitiv,info grup srl,2,12/20/2010 00:00:00,"30,622",03/01/2011 00:00:00,"25,124",,,,"6,175",4,3,3.2,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,
29514\6,"29,514",CALEA SPRE ANGAJARE,Gaia Consulting Group S.R.L.,6,08/06/2012 00:00:00,,,,,,,"9,839",4,5,5.1,***,CENTRU,HARGHITA,MUNICIPIUL  GHEORGHENI,
22533\5,"22,533",ACCES REAL LA PIATA MUNCII PRIN INTREPRINDEREA SIMULATA,UNIVERSITATEA „OVIDIUS” CONSTANTA,5,04/22/2013 00:00:00,"1,516,064",07/19/2013 00:00:00,"1,512,198",,,,"1,342",4,2,2.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
28088\7,"28,088","Modernizarea statiilor de cale ferata Giurgiu Oras, Slobozia Veche si Calarasi Sud","COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",7,12/07/2012 00:00:00,"3,572,510",07/09/2013 00:00:00,"2,618,531",,,,280,5,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
33975\3,"33,975",PREGATIREA PRACTICA-PRIMUL PAS SPRE UN LOC DE MUNCA,GRUPUL SCOLAR INDUSTRIAL TRANSPORTURI CAI FERATE,3,11/01/2012 00:00:00,"345,739",04/29/2013 00:00:00,"135,867",,,,"12,085",4,2,2.1,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
19672\3,"19,672","Nordul magic al Transilvaniei - promovare online si offline a obiectivelor naturale si antropice cu potential turistic major, zona nord-vest",ASOCIATIA INFOTURISM,3,03/19/2012 00:00:00,,,,,,,"7,636",1,5,5.3,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
29643\5,"29,643","""SUCCES""-Sustenabilitate si Utilitate prin Complementaritate si Competitivitate, Eficienta si Sprijin",AGENTIA JUDETEANA PENTRU OCUPAREA FORTEI DE MUNCA  NEAMT,5,01/26/2012 00:00:00,"255,021",02/22/2012 00:00:00,"255,021",,,,"9,844",4,5,5.1,***,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
27734\7,"27,734","FORTES - Formarea Specialistilor de Mediu, necesitate in vederea cresterii sanselor de insertie a somerilor pe piata muncii",BORDUN TEHNOLOGICA S.R.L.  ,7,10/28/2013 00:00:00,,,,,,,"10,039",4,5,5.1,***,SUD-EST,BRAILA,MUNICIPIUL BRAILA,
33562\4,"33,562","Ma pregatesc pentru viitor: invat, exersez, muncesc",ARTETA SRL,4,08/01/2013 00:00:00,,,,,,,"10,812",4,2,2.3,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,
29509\6,"29,509",Noi te putem ajuta intr-o noua cariera profesionala si un nou loc de munca...TU decizi daca accepti !,VRANCEANU SERV SRL,6,05/09/2012 00:00:00,,,,,,,"9,833",4,5,5.1,***,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
33594\2,"33,594",DEZVOLTAREA DURABILA PRIN CALIFICARE LA STANDARDE EUROPENE,INSTITUTUL PENTRU DEZVOLTAREA RESURSELOR UMANE,2,12/20/2011 00:00:00,"113,037",01/30/2012 00:00:00,"113,031",,,,"3,985",4,2,2.3,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
38515\3,"38,515",?Introducerea de tehnologii noi si modernizarea fluxului tehnologic in cadrul companiei Prebet Aiud SA,Prebet Aiud SA,3,05/23/2013 00:00:00,,,,,,RETURANRE CORECTIE,"11,705",3,1,1,1,CENTRU,ALBA,MUNICIPIUL AIUD,
43797\7,"43,797","Masuri integrate de ocupare in sectorul turismului din zona rurala, regiunea Nord -Est",ASOCIATIA Q-PROFESSIONALS  ,7,03/25/2013 00:00:00,"278,834",04/26/2013 00:00:00,"278,834",,,,"14,045",4,5,5.2,***,NORD-EST,SUCEAVA,IPOTESTI,
8429\3,"8,429",Strategii de inovare a organizarii muncii in domeniul medical din regiunea Bucuresti-Ilfov - STAR-MED,Scoala Nationala de Studii Politice si Administrative,3,03/30/2011 00:00:00,,,,,,,"1,467",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
24276\1,"24,276","Calificarea in IT, noi perspective pentru angajati",Soft Aplicativ si Servicii SA,1,02/07/2011 00:00:00,"130,346",06/06/2011 00:00:00,"114,872",,,,"5,028",4,2,2.3,***,CENTRU,SIBIU,MUNICIPIUL SIBIU,
26490\6,"26,490","	Masuri active de ocupare pe o piata a muncii în continua schimbare!",SUCCES HUMAN RESOURCES TGM S.R.L.,6,04/27/2012 00:00:00,,,,,,,"9,375",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
11098\14,"11,098",Modernizarea sistemului de semnalizari de navigatie pe canalul Dunare-Marea Neagra,Compania Nationala Administratia Canalelor Navigabile SA Constanta,14,02/02/2012 00:00:00,"1,369,063",05/31/2012 00:00:00,"813,354",,,,308,5,3,3.2,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
36494\8,"36,494",SoluTii inovative pentru sanatatea copiilor,Liga Romana pentru Sanatate Mintala,8,10/11/2013 00:00:00,,,,,,,"6,917",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22949\4,"22,949","""PREVENT """,SC LALELI IMPEX SRL,4,03/30/2011 00:00:00,"36,316",05/18/2011 00:00:00,"35,501",,,,"7,977",4,3,3.2,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
37136\2,"37,136","Monitorizarea impactului asupra mediului a lucrarilor de îmbunatatire a conditiilor de navigatie pe Dunare între Calarasi si Braila, km 375 - km 175 - Etapa I",ADMINISTRATIA FLUVIALA A DUNARII DE JOS RA GALATI,2,02/20/2013 00:00:00,"887,560",07/31/2013 00:00:00,"884,007",,,,285,5,3,3.3,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
38160\1,"38,160",Cresterea productivitatii prin intermediul achizitiei de utilaje performante,INSIGRA SRL,1,09/09/2013 00:00:00,,,,,,,"11,755",3,1,1,1,CENTRU,BRASOV,MUNICIPIUL BRASOV,
21829\2,"21,829",Cluburile de sprijin educational CHAVE ZURALE,Romani CRISS- Centrul Romilor pentru Interventie Sociala si Studii,2,08/27/2013 00:00:00,"397,046",09/18/2013 00:00:00,"376,886",,,,"1,436",4,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22340\4,"22,340",CeMPRES - Centru Multimedia de Promovare si Resurse in egalitate de sanse,Asociatia pentru Dezvoltare Durabila Slatina,4,04/06/2012 00:00:00,,,,,,,"1,454",4,6,6.3,***,SUD-VEST OLTENIA,OLT,MUNICIPIUL SLATINA,
29372\5,"29,372",PRAG - Pregatirea somerilor in meseria de agent paza si ordine,CIVITAS PSG SRL,5,04/27/2012 00:00:00,,,,,,,"9,750",4,5,5.1,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
9984\9,"9,984","Consolidare, reabilitare, extindere si modernizare Scoala Coresi Municipiul Targoviste",Primaria Municipiului Targoviste,9,09/25/2013 00:00:00,,,,,,,68,1,3,3.4,1,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
2707\4,"2,707","SISTEM DE ACHIZITIE, PRELUCRARE SI STOCARE DATE GEO-SPATIALE OBTINUTE PRIN SENZORI AEROPURTATI",BLOM ROMANIA SRL,4,09/28/2011 00:00:00,,,,,,,"1,649",3,2,3,2,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
13230\7,"13,230",Constructia variantei de ocolire a Municipiului Alexandria,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA,7,08/13/2012 00:00:00,"1,924,657",05/20/2013 00:00:00,"1,443,493",,,,279,5,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
44678\4,"44,678",Dezvoltarea resurselor umane prin formarea professionala in noile tehnologii comunicationale,QUANTA RESURSE UMANE SRL,4,06/07/2013 00:00:00,"273,759",06/27/2013 00:00:00,"273,759",,,,"14,034",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
13062\23,"13,062",Reabilitare DN6 Alexandria - Craiova,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA,23,12/17/2012 00:00:00,"21,407,134",10/21/2013 00:00:00,"6,391,303",,,,279,5,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
13778\2,"13,778",Achizitie utilaje de tricotaj la fabrica Textil Iteco din Tg. Mures,TEXTIL ITECO SRL ,2,12/28/2012 00:00:00,,,,,,,"5,294",3,1,1,1,CENTRU,MURES,MUNICIPIUL TÂRGU MURES,
10516\5,"10,516",Programul de Practica in Management de Proiect JACQUES DELORS ? fundament al tranzitiei de la sistemul de educatie la viata activa,UNIVERSITATEA BABES-BOLYAI,5,06/14/2011 00:00:00,"249,163",06/30/2012 00:00:00,"249,163",,,,"212,050,003",4,2,2.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
3852\13,"3,852",Hotel Plutitor Bella Marina ****,Lucia Inter Tour S.R.L.,13,09/26/2013 00:00:00,,,,,,,"1,144",1,5,5.2,5,SUD-EST,CONSTANTA,ORAS HÂRSOVA,
33106\1,"33,106","Imbunatatirea eficientei energetice prin retehnologizare linie de productie produse metalice obtinute prin deformare plastica - UPRUC CTR SA Fagaras, judet Brasov",UPRUC CTR SA ,1,11/20/2012 00:00:00,,,,,,,"5,956",3,4,1,1,CENTRU,BRASOV,MUNICIPIUL FAGARAS,
30033\4,"30,033",Excelenta prin competenta si profesionalism ECoP,FUNDATIA DEZVOLTARE IN EUROPA,4,06/28/2013 00:00:00,"273,036",06/28/2013 00:00:00,"270,779",,,,"9,955",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8995\5,"8,995",Consolidarea capacitatii institutionale a Consortiului Regional (CR) al Regiunii de Dezvoltare Nord-Vest,Universitatea Babes Bolyai Cluj Napoca,5,04/11/2011 00:00:00,,,,,,,"4,982",4,3,3.3,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
21410\5,"21,410","Re?ea regional? pentru promovarea ?i aplicarea conceptelor economiei sociale, în vederea cre?terii ?anselor de reinser?ie social? a persoanelor cu dizabilit??i",Patronatul Medicinei Integrative,5,12/27/2012 00:00:00,"1,771,965",03/26/2013 00:00:00,"1,380,766",,,,"7,505",4,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36635\3,"36,635","Calificarea/recalificarea a 7 angajati proprii in meseria de ""agent comercial"".",ANCIDA-FASHION S.R.L.,3,02/29/2012 00:00:00,,,,,,,"11,427",4,2,2.3,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
45069\1,"45,069",O ?ANS? PENTRU MEDIUL RURAL-DEZVOLTAREA RESURSELOR UMANE,Asociatia Ecologica Universitara Galati,1,03/16/2012 00:00:00,,,,,,,"10,738",4,5,5.2,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
21106\6,"21,106","Dezvoltarea de structuri ale economiei sociale in Regiunile Nord Vest, Sud Vest Oltenia si Vest",Asociatia Profesionala Neguvernamentala de Asistenta Sociala ASSOC,6,05/23/2013 00:00:00,"2,330,988",06/26/2013 00:00:00,"2,237,944",,,,"2,846",4,6,6.1,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
34866\4,"34,866",Practica economica pentru studenti ? vector determinant al insertiei pe piata fortei de munca,Academia de Studii Economice,4,08/07/2013 00:00:00,,,,,,,216,4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
43416\1,"43,416",AGROTURISMUL-premisa a ocuparii fortei de munca,"ASOCIATIA ""ALDMARIDIM""",1,04/26/2012 00:00:00,,,,,,,"13,928",4,5,5.2,***,VEST,ARAD,BARSA,
9666\8,"9,666",Sprijin pentru CompetentE iN ARTa spectacolului din Romania SCENART,Teatrul National de Opereta Ion Dacian,8,10/28/2013 00:00:00,,,,,,,"3,772",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
12646\6,"12,646",Cercetari privind dezvoltarea unei familii de echipamente cu laser pompati cu dioda pentru aplicatii medicale in special urologice,OPTOELECTRONICA-2001 SA,6,04/15/2013 00:00:00,,,,,,,"1,669",3,2,1,2,BUCURESTI - ILFOV,ILFOV,ORAS MAGURELE,
32822\4,"32,822",PROMOVAREA BRANDULUI TURISTIC NATIONAL PENTRU CREAREA UNEI IMAGINI POZITIVE A ROMANIEI CA DESTINATIE TURISTICA,MDRAP,4,01/25/2012 00:00:00,,,,,,,"7,235",1,5,5.3,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
43774\4,"43,774","Acces la informare, calificare si consiliere pentru resursele umane din mediul rural",EXCELENT S.R.L.,4,06/04/2013 00:00:00,"394,172",06/04/2013 00:00:00,"394,171",,,,"14,020",4,5,5.2,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,
20973\1,"20,973","Turismul rural - alternativa viabila de dezvoltare socio-economica in nordul Romaniei"" pe scurt: ""JobNet Turism""",Agentia Judeteana pentru Ocuparea Fortei de Munca Maramures,1,02/09/2011 00:00:00,"85,671",04/01/2011 00:00:00,"85,671",,,,"7,374",4,5,5.2,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
7439\5,"7,439",Reabilitare Palat Cultural Lupeni,Consiliul local al Municipiului LUPENI,5,,,,,,,Respinsa,"301,220,005",1,1,1.1,1,VEST,HUNEDOARA,MUNICIPIUL  LUPENI,
22851\2,"22,851",ANTREPRENORIADA - training pentru lansare si dezvoltare in afaceri,SC EDUROM SRL,2,02/28/2011 00:00:00,"172,704",04/01/2011 00:00:00,"172,703",,,,"7,956",4,3,3.1,***,NORD-EST,IASI,MUNICIPIUL IASI,
9371\4,"9,371",Educatori calificati in acordarea primului ajutor,"Societatea Nationala de Cruce Rosie a Romaniei, filiala Brasov",4,07/29/2011 00:00:00,,,,,,,"5,116",4,3,3.2,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,
29312\1,"29,312",Dotarea laboratoarelor Automotive si ChipCard & Security IC cu echipamente de testare performante pentru o dezvoltare durabilita centrului de cercetare dezvoltare din Bucuresti al Infineon Technologies,Infineon Technologies Romania & CO SCS,1,02/06/2012 00:00:00,"6,586,321",08/06/2012 00:00:00,"6,556,842",,,"clarificare, suspendata contro","4,463",3,2,3,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
33946\6,"33,946",Stagiile de pregatire practica la agentii economici - o poarta de acces pe piata muncii,UNIVERSITATEA „1 DECEMBRIE 1918” ALBA IULIA,6,08/01/2013 00:00:00,"132,762",10/09/2013 00:00:00,"126,902",,,,"1,321",4,2,2.1,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,
9679\4,"9,679",Intarirea Capacitatii Companiilor Romanesti de Dezvoltare a Parteneriatelor Sociale - RSC,ASOCIATIA NATIONALA A EXPORTATORILOR SI IMPORTATORILOR DIN ROMANIA  - ANEIR,4,12/21/2011 00:00:00,"263,931",02/22/2012 00:00:00,"263,920",,,,"11,148",4,3,3.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
30248\5,"30,248",Masuri active de ocupare in regiunea Sud Muntenia - REGIS,SC FOCUS PLUS SRL,5,09/05/2013 00:00:00,"237,828",09/05/2013 00:00:00,"228,660",,,,"7,920",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22670\5,"22,670",Formarea personalului didactic din invatamantul secundar (ISCED 2-3) in vederea utilizarii tehnologiei informatiei si a instrumentelor e-learning in activitatea didactica,Universitatea POLITEHNICA din Bucuresti Centrul National de Tehnologia Infomatiei (CNTI),5,07/30/2013 00:00:00,,,,,,,"1,317",4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8441\8,"8,441",Dezvoltare rurala durabila prin imbunatatirea calitatii resurselor umane,Gicerova,8,12/29/2011 00:00:00,,,,,,,"3,600",4,5,5.2,***,SUD-VEST OLTENIA,VALCEA,MUNICIPIUL RAMNICU VALCEA,
37044\3,"37,044",Centre autonome si moderne de pregatire prin implementarea unei organizari noi - CAMPION,Agentia Nationala pentru Ocuparea Fortei de Munca,3,11/08/2011 00:00:00,"304,034",02/22/2012 00:00:00,"303,815",,,,130,4,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22370\3,"22,370",Reconstructia statutului femeii: de la discriminare la dezvoltare profesionala si egalitate de sanse,Universitatea A.I. Cuza Iasi,3,03/21/2012 00:00:00,,,,,,,96,4,6,6.3,***,NORD-EST,IASI,MUNICIPIUL IASI,
3891\6,"3,891","Promovarea potentialului turistic al obiectivului ""Zona urbana - Dealul Cetatii si centru istoric"" al municipiului Deva",MUNICIPIUL DEVA,6,10/26/2012 00:00:00,,,,,,,"301,220,004",1,5,5.3,2,VEST,HUNEDOARA,MUNICIPIUL DEVA,
