CHEIE,COD_SMIS,TITLU_PROIECT,NUME_BENEFICIAR,NUMAR_AUTORIZARE,DATA_DEPUNERE_CERERE,VALOARE_ELIGIBILA_CERUTA,DATA_AUTORIZATA,VALOARE_AUTORIZATA,DATA_ULTIMEI_PLATI,VALOARE_RAMBURSATA,MOTIV_INTIRZIERE,COD_BENEFICIAR,COD_PO,COD_AP,COD_DMI,COD_OPER,REGIUNEA_BENEFICIARULUI,JUDETUL_BENEFICIARULUI,LOCALITATEA_BENEFICIARULUI,REIMBURS_OP_LIST
22464\9,"22,464",Piata muncii: Oportunitati pentru viitor prin sanse egale pentru femei,Agentia Judeteana pentru Ocuparea Fortei de Munca Iasi,9,08/28/2013 00:00:00,"1,195,760",10/01/2013 00:00:00,"1,195,760",,,,"7,845",4,6,6.3,***,NORD-EST,IASI,MUNICIPIUL IASI,
8462\6,"8,462",Construieste in siguranta!  CAMPANIE PILOT DE PROMOVARE A CERINTELOR SSM IN DOMENIUL CONSTRUCTIILOR,CARO TRAINER SRL,6,08/30/2013 00:00:00,"206,585",09/11/2013 00:00:00,"205,131",,,,"3,521",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
15516\1,"15,516",Modernizarea si diversificarea activitatii de productie - SC Butan Grup SRL,Butan Grup SRL,1,08/06/2011 00:00:00,,,,,,,"5,682",3,1,1,1,SUD-EST,GALATI,TULUCESTI,
5435\3,"5,435",Adaptabilitatea si eficienta resurselor umane angajate (AERUM),CENTRUL REGIONAL DE FORMARE CONTINUA PENTRU ADMINISTRATIA PUBLICA LOCALA TIMISOARA,3,03/21/2011 00:00:00,"122,559",05/25/2011 00:00:00,"101,831",,,,"2,329",4,3,3.2,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
33625\1,"33,625",CRC - CALIFICARE: REUSITA SI CARIERA,ASOCIATIA ZAMOLXE,1,09/26/2011 00:00:00,"36,638",10/15/2011 00:00:00,"33,345",,,,"11,876",4,2,2.3,***,SUD-VEST OLTENIA,OLT,MUNICIPIUL SLATINA,
8010\7,"8,010",Femeia conteaza!,Asociatia COLFASA,7,08/03/2012 00:00:00,,,,,,,"1,487",4,6,6.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21762\5,"21,762",Bursa de proiecte,"MInisterul Educatiei, Cercetarii si Tineretului",5,11/20/2012 00:00:00,"1,316,147",06/26/2013 00:00:00,"1,296,087",,,,715,4,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
9626\1,"9,626",Calitate in educatie prin mediere si practici restaurative,Fundatia Centrul de Resurse Juridice,1,06/15/2012 00:00:00,,,,,,.....,"1,753",4,1,1.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
10081\1,"10,081",Pasi spre viitor,Colegiul Tehnic Decebal,1,,,,,,,,"3,915",4,2,2.1,***,SUD-VEST OLTENIA,MEHEDINTI,MUNICIPIUL DROBETA-TURNU SEVERIN,
11639\2,"11,639",CRESTEREA PRODUCTIEI LA SC DORINVEST SRL PRIN ACHIZTIONAREA DE UTILAJE NOI,DOR INVEST SRL,2,12/06/2011 00:00:00,,,,,,,"3,006",3,1,1,1,NORD-EST,BACAU,MUNICIPIUL BACAU,
22965\4,"22,965",Sanatate si siguranta in munca pentru angajatii din domeniul tehnologiei informatiei.,SC Brahms International SRL,4,,,,,,,,"7,519",4,3,3.2,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,
18087\3,"18,087",Achizitie de utilaje si echipamente pentru constructia retelelor de fluide,ATS PROIECT SRL,3,10/23/2013 00:00:00,,,,,,,"6,854",1,4,4.3,1,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
45165\4,"45,165","RURAL- C.I.F.C.A- consiliere, informare, consultanta, antreprenoriat",Agentia Judeteana pentru Ocuparea Fortei de Munca Galati,4,10/01/2013 00:00:00,"164,864",10/01/2013 00:00:00,"164,857",,,,"6,941",4,5,5.2,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
33582\14,"33,582",GO FOR IT - Angajati calificati si competitivi intr-o economie bazata pe cunoastere - FPC in domeniul IT,ACZ CONSULTING SRL,14,03/28/2013 00:00:00,"158,187",05/08/2013 00:00:00,"158,186",,,,"7,596",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
13673\1,"13,673",Modernizarea infrastructurii de cercetare vinicola in vederea alinierii la standarde europene,Statiunea de Cercetare Dezvoltare pentru Viticultura si Vinificatie Bujoru,1,08/21/2013 00:00:00,,,,,,,"5,292",3,2,2,1,SUD-EST,GALATI,ORAS TÂRGU BUJOR,
37079\8,"37,079","Mestesugul tesutului - valoare, sensibilitate, aplicabilitate",Fundatia Culturala Artex,8,08/07/2013 00:00:00,,,,,,,"11,536",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
26887\1,"26,887","Achizitie utilaj, la S.C Alram Servinvest Import Export S.R.L, judetul Ilfov",ALRAM SERVINVEST IMPORT EXPORT S.R.L,1,08/01/2011 00:00:00,,,,,,,"10,118",3,1,1,1,BUCURESTI - ILFOV,ILFOV,VIDRA,
10335\2,"10,335",Un sprijin necesar pentru elevii de etnie roma si turca din jud. Constanta,Scoala cu clasele I-VIII SPIRU HARET Medgidia,2,02/24/2012 00:00:00,,,,,,,"11,176",4,2,2.2,***,SUD-EST,CONSTANTA,MUNICIPIUL MEDGIDIA,
22954\2,"22,954","Noua ne pasa - angajati si angajator, împreuna pentru sanatate si securitate la locul de munca",Lafarge Agregate Betoane,2,03/07/2011 00:00:00,"373,802",06/07/2011 00:00:00,"309,655",,,,"7,993",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
4019\1,"4,019",Educatia copiilor romi - calea spre un loc de munca stabilabil,Agentia Nationala pentru Romi,1,05/27/2010 00:00:00,,,,,,,"1,420",4,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36444\5,"36,444",Cresterea performantelor angajatilor si managerilor prin activitati de imbunatatire a adaptabilitatii si flexibilitatii,DYNAMIC HUMAN RESOURCES GRUP S.R.L.,5,03/20/2012 00:00:00,,,,,,,"11,360",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
2643\7,"2,643",Institutul de Cercetari pentru Energii Regenerabile,UNIVERSITATEA POLITEHNICA DIN TIMSOARA,7,04/05/2013 00:00:00,,,,,,,"1,302",3,2,2,1,VEST,TIMIS,MUNICIPIUL TIMISOARA,
36093\1,"36,093",Cresterea competitivitatii in proiectare prin implementarea si certificarea sistemului de management integrat calitate/mediu la S.C. Tectonics S.R.L.,TECTONICS ART S.R.L,1,11/10/2011 00:00:00,,,,,,,"10,212",3,1,1,2,VEST,TIMIS,MUNICIPIUL TIMISOARA,
10978\4,"10,978",Eficienta si Transparenta - Modernizarea activitatii de lucru cu publicul si introducerea unui program informatic pentru buna gestionare a documentelor in cadrul Primariei orasului Predeal,Consiliul Local Predeal,4,01/03/2012 00:00:00,,,,,,,151,6,2,2.2,***,CENTRU,BRASOV,ORAS PREDEAL,
33973\4,"33,973",Competente socio-umane pentru piata muncii din Regiunea Sud-Vest Oltenia,Universitatea din Craiova,4,01/22/2013 00:00:00,"222,798",03/19/2013 00:00:00,"222,771",,,,"302,030,014",4,2,2.1,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
21371\4,"21,371","Valorificarea capitalului uman în zonele rurale din România, prin dobândirea de abilitati si cunostinte cu valoare adaugata ridicata",INSTITUTUL DE BIORESURSE ALIMENTARE (IBA),4,11/28/2011 00:00:00,"1,248,054",01/21/2013 00:00:00,"1,246,776",,,,"4,594",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
23847\3,"23,847",Extinderea activitatii in domeniul productiei echipamentelor de ventilatie si climatizare,OMC Klima,3,09/25/2013 00:00:00,,,,,,,"8,356",1,4,4.3,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22906\1,"22,906",DEZVOLTAREA CAPACITATII DE INVATARE IN CONTEXT RELATIONAL,PRAKTIKER ROMANIA S.R.L.,1,05/30/2012 00:00:00,"1,023,744",07/02/2012 00:00:00,"532,505",,,,"7,978",4,3,3.2,***,BUCURESTI - ILFOV,ILFOV,ORAS VOLUNTARI,
28744\1,"28,744",CRESTEREA COMPETIVITATII SC TERMOPALST SRL PRIN MODERNIZAREA SI MARIREA CAPACITATII DE PRODUCTIE,TERMOPLAST SRL,1,01/22/2013 00:00:00,,,,,,,"5,500",3,1,1,1,NORD-EST,NEAMT,MUNICIPIUL ROMAN,
26635\5,"26,635",MODERNIZAREA DEPARTAMENTULUI DE CERCETARE PUROLITE,PUROLITE ,5,09/03/2013 00:00:00,,,,,,,"9,495",3,2,3,2,CENTRU,BRASOV,ORAS VICTORIA,
4666\4,"4,666",Dezvoltarea carierei în societatea cunoasterii în regiunea SE,SIVECO Romania SA,4,,,,,,,,"1,397",4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
11318\1,"11,318",CRESTEREA PRODUCTIVITATII SC A.G. GRUPINSTAL SRL PRIN ACHIZITIA DE ECHIPAMENTE PERFORMANTE,A.G.GRUPINSTAL S.R.L.,1,08/29/2011 00:00:00,,,,,,,682,3,1,1,1,SUD-EST,VRANCEA,MUNICIPIUL FOCSANI,
23184\6,"23,184",Manageri si angajati competenti si PERformanti prin FORMare adecvata pentru dezvoltarea culturii antreprenoriale si valorificarea oportunitatilor de afacERi prin Inovare - ''PERFORMERI'',Camera de Comert si Industrie a Municipiului Bucuresti,6,03/04/2013 00:00:00,"477,045",03/04/2013 00:00:00,"477,045",,,,"1,565",4,3,3.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
12335\8,"12,335","Consolidare, reabilitare, extindere, modernizare si dotare Grup Scolar ""Dumitru Dumitrescu"" Buftea",CONSILIUL LOCAL AL ORASULUI BUFTEA,8,09/19/2013 00:00:00,,,,,,,"4,815",1,3,3.4,1,BUCURESTI - ILFOV,ILFOV,ORAS BUFTEA,
12604\5,"12,604",Platforma de gestiune a apei subterane. din mediul sedimentar in zone urbane,Universitatea Tehnica de Constructii Bucuresti,5,07/02/2013 00:00:00,"571,692",08/06/2013 00:00:00,"571,692",,,,"1,474",3,2,1,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
26069\3,"26,069",ORICE SOMER ARE DREPTUL LA O NOUA SANSA,INSTITUTUL PENTRU DEZVOLTAREA RESURSELOR UMANE,3,09/15/2011 00:00:00,"198,781",12/02/2011 00:00:00,"198,774",,,,"3,985",4,5,5.1,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
36436\7,"36,436",Sistem inovativ de servicii bazat pe limbajul competentelor - SILCO,Agentia Nationala pentru Ocuparea Fortei de Munca,7,02/08/2013 00:00:00,"545,774",05/13/2013 00:00:00,"490,988",,,,130,4,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
35862\6,"35,862",Program de specializare a resurselor umane din domeniile biomedical si biotehnologic,Universitatea din Bucuresti,6,10/23/2013 00:00:00,,,,,,,97,4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
41353\4,"41,353","Sprijin pentru finantarea partiala a cheltuielilor de personal efectuate de Organismul Intermediar Regional pentru Programul Operational Sectorial Dezvoltarea Resurselor Umane Regiunea ud Muntenia, in perioada 2012-2015, pentru personalul implicat in gestionarea instrumentelor structurale",Organismul Intermediar Regional POS DRU - Sud Muntenia,4,10/01/2013 00:00:00,,,,,,,33,7,1,1.1,***,SUD - MUNTENIA,CALARASI,MUNICIPIUL CALARASI,
36627\2,"36,627",Impact Pozitiv in SSM,COMPLEX MARA SA,2,01/31/2012 00:00:00,"377,987",03/21/2012 00:00:00,"340,302",,,,"11,410",4,3,3.2,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
21150\1,"21,150",? Promovarea mestesugurilor traditionale pentru a facilita trecerea de la agricultura de subzistenta la ocuparea in activitati non-agricole in mediul rural?,Biblioteca Judeteana Vasile Voiculescu Buzau,1,04/04/2011 00:00:00,"324,404",04/05/2011 00:00:00,"324,121",,,,"2,381",4,5,5.2,***,SUD-EST,BUZAU,MUNICIPIUL BUZAU,
22273\3,"22,273",PARTENER ACTIV SI IMPLICAT - Dezvoltarea competentelor profesionale specifice dialogului social si implicarii in procesul decizional a liderilor si personalului din organizatiile societatii civile si ale partenerilor sociali din Romania,Asociatia Academia de Advocacy,3,08/16/2011 00:00:00,,,,,,,"7,786",4,3,3.3,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
29522\1,"29,522",O SANSA PENTRU FIECARE - FORMARE PROFESIONALA SI OCUPARE,Agentia Judeteana pentru Ocuparea Fortei de Munca Valcea,1,01/28/2011 00:00:00,"44,000",03/03/2011 00:00:00,"44,000",,,,"3,606",4,5,5.1,***,SUD-VEST OLTENIA,VALCEA,MUNICIPIUL RAMNICU VALCEA,
27416\3,"27,416",Imbunatatirea conditiilor de munca si viata profesionala a angajatilor - conditie esentiala pentru obtinerea performantei sustenabile,CEPROHART SA BRAILA,3,11/18/2011 00:00:00,"71,083",02/22/2012 00:00:00,"69,489",,,,"3,578",4,3,3.2,***,SUD-EST,BRAILA,MUNICIPIUL BRAILA,
33383\1,"33,383",VIITORUL INCEPE AZI - DEZVOLTARE SI COMPETITIVITATE PRIN IMPLEMENTAREA SOLUTIILOR T.I.C.,MONDO STYLE S.R.L.,1,08/20/2013 00:00:00,,,,,,,"12,534",3,3,1,1,VEST,TIMIS,MUNICIPIUL TIMISOARA,
22340\8,"22,340",CeMPRES - Centru Multimedia de Promovare si Resurse in egalitate de sanse,Asociatia pentru Dezvoltare Durabila Slatina,8,10/08/2013 00:00:00,"17,045",10/18/2013 00:00:00,"14,437",,,,"1,454",4,6,6.3,***,SUD-VEST OLTENIA,OLT,MUNICIPIUL SLATINA,
27459\2,"27,459",Integrarea in viata profesionala activa a persoanelor care sunt in cautarea unui loc de munca din zona Bucuresti Ilfov,FUNDATIA UNIVERSITARA HYPERION,2,08/31/2011 00:00:00,"207,662",10/30/2011 00:00:00,"207,661",,,,"9,383",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36438\1,"36,438",Oferta formativa imbunatatita pentru centre eficiente- OFFICE,Agentia Nationala pentru Ocuparea Fortei de Munca,1,04/29/2011 00:00:00,"93,193",07/11/2011 00:00:00,"93,185",,,,130,4,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
19611\6,"19,611","Modernizarea din punct de vedere arhitectural si peisagistic a Parcului de agrement, din orasul Bragadiru",Orasul Bragadiru,6,,,,,,,,"7,408",1,1,1.1,1,BUCURESTI - ILFOV,ILFOV,ORAS BRAGADIRU,
33582\2,"33,582",GO FOR IT - Angajati calificati si competitivi intr-o economie bazata pe cunoastere - FPC in domeniul IT,ACZ CONSULTING SRL,2,09/28/2011 00:00:00,,,,,,,"7,596",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
21883\2,"21,883",?Practica-primul pas pentru cariera ta?,Agentia pentru Dezvoltare Regionala Bucuresti Ilfov,2,10/31/2011 00:00:00,"142,977",12/30/2011 00:00:00,"142,974",,,,10,4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
29745\4,"29,745",Cresterea gradului de ocupare a somerilor din Regiunea Nord Est printr-un program integrat de consiliere si formare profesionala in domeniul IT,Institutul National pentru Intreprinderi Mici si Mijlocii,4,10/24/2012 00:00:00,"420,087",02/06/2013 00:00:00,"404,796",,,,"1,616",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
30442\3,"30,442",Orientare si calificare pentru stabilitate si bunastare,Asociatia INOVART,3,02/22/2012 00:00:00,"138,340",04/02/2012 00:00:00,"117,197",,,,"9,795",4,5,5.1,***,SUD-VEST OLTENIA,MEHEDINTI,MUNICIPIUL DROBETA-TURNU SEVERIN,
29323\2,"29,323",Dezvoltarea SC NICK SERVCOMTRANS SRL prin infiintarea unei fabrici de peleti si bricheti,NICK SERVCOMTRANS SRL,2,,,,,,,,"10,530",1,4,4.3,1,SUD - MUNTENIA,IALOMITA,MUNICIPIUL SLOBOZIA,
8190\2,"8,190",Profesionisti in sistemul de formare profesionala din Romania,ASOCIATIA PATRONATUL INTREPRINDERILOR MICI SI MIJLOCII (P.I.M.M.) JUDETEAN MURES DIN CADRUL CNIPMMR,2,10/06/2011 00:00:00,,,,,,,"3,620",4,1,1.3,***,CENTRU,MURES,MUNICIPIUL TÂRGU MURES,
9780\4,"9,780","Resursa umana, investitie valoroasa in turismul rural romanesc!",RGIC CONSULTANTA SRL,4,09/30/2011 00:00:00,,,,,,,"3,843",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
3509\5,"3,509",Echiparea ambulatoriului de specialitate integrat in cadrul spitalului de pneumoftiziologie - Braila,Consiliul Judetean Braila,5,01/31/2013 00:00:00,,,,,,,"302,030,024",1,3,3.1,2,SUD-EST,BRAILA,MUNICIPIUL BRAILA,
27017\11,"27,017",Modernizarea unor statii de cale ferata din Romania - statiile CF Bistrita si Zalau,"COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",11,09/17/2013 00:00:00,"1,519,406",10/25/2013 00:00:00,"1,143,602",,,,280,5,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36507\6,"36,507","Cresterea competitivitatii, eficientei si nivelului de sanatate si securitate în munca pentru personalul din sectorul medical în vederea asigur?rii de oportunit??i sporite de participare pe o pia?? modern? a muncii",INSTITUTUL NATIONAL DE CERCETARE - DEZVOLTARE PENTRU PROTECTIA MUNCII -I.N.C.D.P.M. ,6,04/16/2013 00:00:00,"726,344",05/14/2013 00:00:00,"726,150",,,,"3,704",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
9272\1,"9,272",O sansa in educatie pentru prescolari si elevi cu dizabilitati,ASOCIATIA IDEI PENTRU VIITOR,1,04/26/2010 00:00:00,"209,749",04/30/2011 00:00:00,"177,705",,,,"3,751",4,2,2.2,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,
21064\3,"21,064",Calificarea pentru agricultur? ? o ?ans? pentru viitor! - CASV,ASOCIATIA FERMIERILOR DIN ROMANIA,3,01/05/2011 00:00:00,"772,089",02/25/2012 00:00:00,"725,613",,,,"7,420",4,2,2.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22265\6,"22,265",INVESTITORI IN OAMENI - Parteneriat transnational pentru cresterea interesului angajatorilor in dezvoltarea resurselor umane si pentru cresterea responsabilitatii sociale a intreprinderilor,Fundatia Post Privatizare,6,11/15/2011 00:00:00,"1,781,963",12/31/2012 00:00:00,"1,775,219",,,,"7,780",4,3,3.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
30442\11,"30,442",Orientare si calificare pentru stabilitate si bunastare,Asociatia INOVART,11,08/23/2013 00:00:00,,,,,,,"9,795",4,5,5.1,***,SUD-VEST OLTENIA,MEHEDINTI,MUNICIPIUL DROBETA-TURNU SEVERIN,
26489\5,"26,489",Program de masuri integrate pentru ocupare in Regiunea Bucuresti-Ilfov,SUCCES HUMAN RESOURCES TGM S.R.L.,5,04/12/2012 00:00:00,,,,,,,"9,375",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36603\2,"36,603",Asigurarea sanatatii si securitatii la locul de munca pentru angajatii din domeniul agentiilor de publicitate indoor- ASPIN,INDOOR MEDIA SRL,2,01/16/2012 00:00:00,,,,,,,"11,402",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
7061\3,"7,061",Modernizare sistem rutier DJ401D Darasti-1 Decembrie Km0+000-Km5+500,Consiliul Judetean Ilfov,3,08/31/2011 00:00:00,,,,,,,"1,207",1,2,2.1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
44467\1,"44,467",Alege sa fii cel mai bun!,SCOALA ROMANA DE AFACERI A CAMERELOR DE COMERT SI INDUSTRIE FILIALA TULCEA,1,02/21/2012 00:00:00,,,,,,,"12,921",4,5,5.2,***,SUD-EST,TULCEA,MUNICIPIUL TULCEA,
28088\9,"28,088","Modernizarea statiilor de cale ferata Giurgiu Oras, Slobozia Veche si Calarasi Sud","COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",9,11/23/2012 00:00:00,"3,623,935",08/28/2013 00:00:00,0,,,,280,5,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
24362\2,"24,362",ATESTAT prin Calificare,CETINA SRL,2,06/09/2011 00:00:00,"266,335",01/16/2012 00:00:00,"265,658",,,,"8,548",4,2,2.3,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
20854\7,"20,854",Masuri active integrate - O sansa pentru persoanele fara loc de munca din Regiunea Sud Muntenia si Regiunea Sud Est,ASOCIATIA DE SPRIJIN A SOMERILOR (A.S.S.D),7,01/17/2012 00:00:00,,,,,,,"2,089",4,5,5.1,***,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
1265\11,"1,265",Imbunatatirea statutului de conservare a speciei Tetrao tetrix (cocosul de mesteacan) in Parcul National Calimani,RNP Romsilva - Administratia Parcului National Calimani RA,11,10/25/2013 00:00:00,,,,,,CLARIFICARI,169,2,4,4.1,***,NORD-EST,SUCEAVA,MUNICIPIUL VATRA DORNEI,
9585\6,"9,585",Retea Teritoriala de Furnizori Crestini de Servicii Sociale - Parteneri strategici in domeniul incluziunii sociale,FUNDATIA ORGANIZATIA INTERNATIONALA DE CARITATE CRESTIN ORTODOXA,6,11/30/2011 00:00:00,"292,967",11/30/2011 00:00:00,"292,930",,,,"3,699",4,3,3.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
20721\5,"20,721","Specializare pentru performanta, eficacitate si raspuns în domeniul transplantului de organe ? ?S.P.E.R.?",FUNDATIA DAN SETLACEC,5,05/10/2013 00:00:00,"495,818",06/21/2013 00:00:00,"495,688",,,,"7,303",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22032\3,"22,032",Dezvoltarea competentelor elevilor si studentilor prin stagii de practica la un potential loc de munca,COMPA SA,3,11/01/2011 00:00:00,"319,398",11/15/2011 00:00:00,"319,336",,,,"2,662",4,2,2.1,***,CENTRU,SIBIU,MUNICIPIUL SIBIU,
22949\1,"22,949","""PREVENT """,SC LALELI IMPEX SRL,1,09/22/2010 00:00:00,"47,562",11/16/2010 00:00:00,"47,558",,,,"7,977",4,3,3.2,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
29763\6,"29,763",Masuri active integrate pentru somerii din Regiunea Nord Est in vederea cresterii ratei de ocupare prin calificare in meseria de agent de paza si ordine,SILPOP TRAINING CENTER S.R.L.,6,10/16/2012 00:00:00,,,,,,,"9,847",4,5,5.1,***,NORD-EST,BOTOSANI,MUNICIPIUL BOTOSANI,
28988\11,"28,988","Planul privind prevenirea, protectia si diminuarea efectelor inundatiilor in bazinul hidrografic Somes Tisa 
",ADMINISTRATIA NATIONALA APELE ROMANE,11,10/10/2013 00:00:00,,,,,,,"6,625",2,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22920\1,"22,920",Sanatos si competitiv,info grup srl,1,09/24/2010 00:00:00,"34,266",09/24/2010 00:00:00,"34,055",,,,"6,175",4,3,3.2,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,
26321\8,"26,321",ForCult. Formare prin cultura - masuri inovatoare de combatere a somajului in economia cunoasterii,FUNDATIA CULTURALA ART PROMO,8,06/06/2013 00:00:00,,,,,,,"9,340",4,5,5.1,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
27295\1,"27,295",Asigurarea sanatatii si securitatii la locul de munca - ASISS,SC ACVATOT SRL,1,05/19/2011 00:00:00,"173,892",06/18/2011 00:00:00,"166,271",,,,"7,988",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
13062\12,"13,062",Reabilitare DN6 Alexandria - Craiova,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA,12,11/14/2012 00:00:00,"19,102,421",07/09/2013 00:00:00,"6,232,402",,,,279,5,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
1388\6,"1,388","Reabilitare drum judetean DJ 592, Buzias-Lugoj, km 25+000 - 54+200, L=29.2 km",Consiliul Judetean Timis,6,08/24/2012 00:00:00,,,,,,,116,1,2,2.1,1,VEST,TIMIS,MUNICIPIUL TIMISOARA,
7546\7,"7,546",Proiect pilot operational pentru o aplicatie ETCS/ERTMS nivel 2,"COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",7,07/17/2013 00:00:00,"22,866,430",08/29/2013 00:00:00,"17,149,822",,,,280,5,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36419\9,"36,419",Perfectionarea angajatilor si managerilor in domeniul noilor tehnologii de fabricatie in vederea cresterii adaptabilitatii lucratorilor si intreprinderilor din industria de morarit si panificatie,"PATRONATUL ROMAN DIN INDUSTRIA DE MORARIT, PANIFICATIE SI PRODUSE FAINOASE ROMPAN",9,10/28/2013 00:00:00,,,,,,,"3,933",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
31625\5,"31,625",Calificarea si recalificarea - O noua sansa pentru viitorul tau,Consiliul Local Baia Sprie,5,09/21/2012 00:00:00,,,,,,,"2,461",4,5,5.1,***,NORD-VEST,MARAMURES,ORAS BAIA SPRIE,
24365\1,"24,365",Formarea profesionala generala a angajatilor proprii in meseria de agent comercial (3421.3.1- nivel 3),WIN IMPEX S.R.L.,1,,,,,,,,"2,141",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
22460\4,"22,460",Centrul de Incluziune Social pentru persoanele dependente de alcool,ALIANTA PENTRU LUPTA IMPOTRIVA ALCOOLISMULUI SI TOXICOMANILOR,4,06/25/2012 00:00:00,,,,,,,"7,840",4,6,6.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
27736\4,"27,736","Informat, consiliat, pregatit pentru prezent",HANA TEAM S.R.L.,4,03/28/2011 00:00:00,,,,,,,"10,038",4,5,5.1,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
19610\6,"19,610",Modernizarea arhitecturala si peisagistica a spatiilor verzi aferente zonelor de locuinte din orasul Bragadiru,Orasul Bragadiru,6,,,,,,,,"7,408",1,1,1.1,1,BUCURESTI - ILFOV,ILFOV,ORAS BRAGADIRU,
